"gene_short_name","id","WormCategory.1","WormCategory.2","WormCategory.3"
"C40A11.2","WBGene00016545",NA,NA,NA
"C40A11.7","WBGene00016550",NA,NA,NA
"C40A11.8","WBGene00016551",NA,NA,NA
"math-18","WBGene00016544",NA,NA,NA
"C33C12.11","WBGene00044360",NA,NA,NA
"C33C12.4","WBGene00016336",NA,NA,NA
"fbxb-38","WBGene00016337",NA,NA,NA
"C33C12.12","WBGene00219322",NA,NA,NA
"C33C12.7","WBGene00016339",NA,NA,NA
"gba-1","WBGene00016335",NA,NA,NA
"gba-2","WBGene00016340",NA,NA,NA
"mtq-2","WBGene00016341","Transcription: chromatin","Transcription: chromatin modification","Transcription: chromatin modification: unassigned"
"C33C12.10","WBGene00016342",NA,NA,NA
"C33C12.1","WBGene00016334",NA,NA,NA
"Y59C2A.2","WBGene00021985",NA,NA,NA
"Y59C2A.1","WBGene00021984","Proteolysis general","Proteolysis general: carboxypeptidase","Proteolysis general: carboxypeptidase"
"Y59C2A.3","WBGene00021986",NA,NA,NA
"cbs-2","WBGene00018783","Metabolism","Metabolism: 1CC","Metabolism: 1CC: transsulfuration"
"F54A3.5","WBGene00018784","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: unassigned"
"F54A3.6","WBGene00018785","Unassigned","Unassigned","Unassigned"
"cct-3","WBGene00018782","Chaperone","Chaperone: T complex","Chaperone: T complex"
"F54A3.2","WBGene00018781","Extracellular material","Extracellular material: matrix","Extracellular material: matrix"
"K09F6.3","WBGene00019586",NA,NA,NA
"K09F6.4","WBGene00019587",NA,NA,NA
"K09F6.5","WBGene00019588",NA,NA,NA
"K09F6.6","WBGene00019589","Unassigned","Unassigned","Unassigned"
"K09F6.11","WBGene00044361",NA,NA,NA
"K09F6.9","WBGene00019592",NA,NA,NA
"K09F6.10","WBGene00019593",NA,NA,NA
"K09F6.13","WBGene00235164",NA,NA,NA
"K09F6.7","WBGene00019590",NA,NA,NA
"fbxc-25","WBGene00019591",NA,NA,NA
"B0281.4","WBGene00015111",NA,NA,NA
"B0281.5","WBGene00015112",NA,NA,NA
"B0281.6","WBGene00015113",NA,NA,NA
"B0281.3","WBGene00015110",NA,NA,NA
"B0281.8","WBGene00015114",NA,NA,NA
"B0281.1","WBGene00015108",NA,NA,NA
"ZK1240.4","WBGene00022869",NA,NA,NA
"ZK1240.5","WBGene00022870",NA,NA,NA
"ZK1240.9","WBGene00022873",NA,NA,NA
"ZK1240.3","WBGene00022868",NA,NA,NA
"ZK1240.6","WBGene00022871",NA,NA,NA
"ZK1240.2","WBGene00022867",NA,NA,NA
"ZK1240.11","WBGene00206413",NA,NA,NA
"ZK1240.8","WBGene00022872",NA,NA,NA
"ZK1240.1","WBGene00022866",NA,NA,NA
"F43C11.8","WBGene00018385",NA,NA,NA
"F43C11.7","WBGene00018384",NA,NA,NA
"F43C11.9","WBGene00018386",NA,NA,NA
"F43C11.6","WBGene00018383","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"F43C11.4","WBGene00018381",NA,NA,NA
"F43C11.10","WBGene00018387",NA,NA,NA
"decr-1.1","WBGene00018380","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"F43C11.2","WBGene00018379",NA,NA,NA
"F43C11.1","WBGene00018378",NA,NA,NA
"F43C11.11","WBGene00018388",NA,NA,NA
"F43C11.12","WBGene00018389",NA,NA,NA
"F16G10.5","WBGene00017520",NA,NA,NA
"hpo-25","WBGene00017519",NA,NA,NA
"F16G10.3","WBGene00017518",NA,NA,NA
"F16G10.2","WBGene00017517",NA,NA,NA
"F16G10.6","WBGene00017521",NA,NA,NA
"F16G10.7","WBGene00017522",NA,NA,NA
"F16G10.8","WBGene00017523",NA,NA,NA
"F16G10.9","WBGene00017524",NA,NA,NA
"F16G10.10","WBGene00017525",NA,NA,NA
"F16G10.11","WBGene00017526",NA,NA,NA
"F16G10.13","WBGene00017527",NA,NA,NA
"F16G10.14","WBGene00017528",NA,NA,NA
"F16G10.1","WBGene00017516",NA,NA,NA
"fbxa-182","WBGene00018353",NA,NA,NA
"fbxa-4","WBGene00044672",NA,NA,NA
"F42G2.5","WBGene00018354",NA,NA,NA
"F42G2.7","WBGene00044362",NA,NA,NA
"fbxc-20","WBGene00018352",NA,NA,NA
"F42G2.2","WBGene00018351",NA,NA,NA
"ceh-86","WBGene00018355",NA,NA,NA
"vab-19","WBGene00006882","Signaling","Signaling: unassigned","Signaling: unassigned"
"pqn-42","WBGene00004129","Unassigned","Unassigned","Unassigned: prion domain"
"tsr-1","WBGene00006647","Development","Development: somatic","Development: somatic"
"mnat-1","WBGene00018769","Transcription: general machinery","Transcription: general machinery: RNA Pol II","Transcription: general machinery: RNA Pol II: elongation"
"F53G2.3","WBGene00018768",NA,NA,NA
"F53G2.2","WBGene00018767",NA,NA,NA
"F53G2.8","WBGene00018770",NA,NA,NA
"F53G2.1","WBGene00018766",NA,NA,NA
"gbas-1","WBGene00019130","Unassigned","Unassigned","Unassigned"
"bath-13","WBGene00018223",NA,NA,NA
"K02F6.7","WBGene00019341",NA,NA,NA
"K02F6.6","WBGene00019340",NA,NA,NA
"K02F6.8","WBGene00019342",NA,NA,NA
"K02F6.5","WBGene00019339",NA,NA,NA
"K02F6.4","WBGene00019338",NA,NA,NA
"K02F6.3","WBGene00019337",NA,NA,NA
"K02F6.1","WBGene00019335","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: unassigned"
"nep-18","WBGene00019343","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase"
"usp-39","WBGene00017280","Proteolysis proteasome","Proteolysis proteasome: ubiquitin peptidase","Proteolysis proteasome: ubiquitin peptidase"
"sri-74","WBGene00005586","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srj"
"sri-36","WBGene00005548","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sri "
"F33H12.7","WBGene00045457",NA,NA,NA
"sri-39","WBGene00005551",NA,NA,NA
"F33H12.6","WBGene00018020",NA,NA,NA
"F33H12.1","WBGene00018019",NA,NA,NA
"sri-77","WBGene00005589",NA,NA,NA
"sri-38","WBGene00005550","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sri "
"D2062.13","WBGene00194711",NA,NA,NA
"msrp-5","WBGene00017059","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"msrp-6","WBGene00017058","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"D2062.5","WBGene00017057",NA,NA,NA
"D2062.4","WBGene00017056",NA,NA,NA
"lgc-28","WBGene00044301","Transmembrane transport","Transmembrane transport: extracellular ligand gated channel","Transmembrane transport: extracellular ligand gated channel"
"sri-71","WBGene00005583","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sri "
"sri-37","WBGene00005549","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sri "
"D2062.1","WBGene00017055",NA,NA,NA
"F22E5.21","WBGene00044363",NA,NA,NA
"F22E5.9","WBGene00017708",NA,NA,NA
"F22E5.8","WBGene00017707",NA,NA,NA
"F22E5.7","WBGene00017706",NA,NA,NA
"F22E5.11","WBGene00017709",NA,NA,NA
"F22E5.12","WBGene00017710",NA,NA,NA
"F22E5.13","WBGene00017711",NA,NA,NA
"F22E5.6","WBGene00017705",NA,NA,NA
"sri-47","WBGene00005559",NA,NA,NA
"gcy-21","WBGene00001546",NA,NA,NA
"F22E5.2","WBGene00017704",NA,NA,NA
"sri-57","WBGene00005569","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sri "
"F22E5.20","WBGene00017713",NA,NA,NA
"F22E5.1","WBGene00017703",NA,NA,NA
"F22E5.17","WBGene00017712",NA,NA,NA
"F34D6.1","WBGene00018021",NA,NA,NA
"ceh-87","WBGene00018022",NA,NA,NA
"sup-9","WBGene00006318","Transmembrane transport","Transmembrane transport: potassium channel","Transmembrane transport: potassium channel"
"F34D6.7","WBGene00044364",NA,NA,NA
"F34D6.8","WBGene00044365",NA,NA,NA
"F34D6.9","WBGene00044366",NA,NA,NA
"set-11","WBGene00018023","Transcription: chromatin","Transcription: chromatin modification","Transcription: chromatin modification: methyltransferase"
"sri-62","WBGene00005574","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sri "
"sri-61","WBGene00005573",NA,NA,NA
"sri-60","WBGene00005572",NA,NA,NA
"srh-128","WBGene00005345",NA,NA,NA
"Y47G7B.2","WBGene00021654",NA,NA,NA
"T05A8.1","WBGene00020227",NA,NA,NA
"T05A8.2","WBGene00020228",NA,NA,NA
"T05A8.3","WBGene00020229","Unassigned","Unassigned","Unassigned"
"nep-2","WBGene00020230","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase"
"T05A8.5","WBGene00020231","Unassigned","Unassigned","Unassigned"
"T05A8.8","WBGene00044367","Unassigned","Unassigned","Unassigned"
"T05A8.6","WBGene00020232",NA,NA,NA
"T05A8.7","WBGene00020233","Unassigned","Unassigned","Unassigned: membrane spanning domain"
"F29A7.5","WBGene00017915",NA,NA,NA
"F29A7.4","WBGene00017914","Signaling","Signaling: unassigned","Signaling: unassigned"
"F29A7.6","WBGene00017916",NA,NA,NA
"F29A7.3","WBGene00017913",NA,NA,NA
"F29A7.8","WBGene00017918",NA,NA,NA
"fbxb-107","WBGene00017912",NA,NA,NA
"fbxb-106","WBGene00017911",NA,NA,NA
"fbxb-108","WBGene00017249",NA,NA,NA
"F08D12.7","WBGene00017250","Unassigned","Unassigned","Unassigned"
"fbxb-105","WBGene00017251",NA,NA,NA
"sdz-10","WBGene00017252",NA,NA,NA
"sdz-9","WBGene00017253",NA,NA,NA
"fbxb-111","WBGene00017254",NA,NA,NA
"F08D12.4","WBGene00017248",NA,NA,NA
"F08D12.3","WBGene00017247",NA,NA,NA
"F08D12.2","WBGene00017246",NA,NA,NA
"F08D12.12","WBGene00017255","Unassigned","Unassigned","Unassigned"
"srpa-72","WBGene00017245","Ribosome","Ribosome: signal recognition","Ribosome: signal recognition"
"nhr-119","WBGene00003709","Transcription factor","Transcription factor: NHR","Transcription factor: NHR"
"K12H6.12","WBGene00019691","Unassigned","Unassigned","Unassigned"
"K12H6.2","WBGene00019683","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"set-13","WBGene00019690",NA,NA,NA
"fut-4","WBGene00001507","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate"
"K12H6.10","WBGene00044368",NA,NA,NA
"K12H6.4","WBGene00019684",NA,NA,NA
"K12H6.9","WBGene00019689",NA,NA,NA
"K12H6.5","WBGene00019685",NA,NA,NA
"K12H6.8","WBGene00019688",NA,NA,NA
"K12H6.6","WBGene00019686",NA,NA,NA
"K12H6.7","WBGene00019687",NA,NA,NA
"Y110A2AL.4","WBGene00022441",NA,NA,NA
"Y110A2AL.6","WBGene00022443",NA,NA,NA
"Y110A2AL.7","WBGene00022444",NA,NA,NA
"ptc-3","WBGene00004210","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like"
"Y110A2AL.5","WBGene00022442",NA,NA,NA
"Y110A2AL.9","WBGene00022445",NA,NA,NA
"Y110A2AL.3","WBGene00022440",NA,NA,NA
"Y110A2AL.2","WBGene00022439",NA,NA,NA
"Y110A2AL.10","WBGene00022446",NA,NA,NA
"Y110A2AL.1","WBGene00022438",NA,NA,NA
"hpo-20","WBGene00022447","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein"
"pinn-1","WBGene00022448","Protein modification","Protein modification: unassigned","Protein modification: unassigned"
"sqv-2","WBGene00005020","Extracellular material","Extracellular material: matrix","Extracellular material: matrix"
"ubc-26","WBGene00022450","Proteolysis proteasome","Proteolysis proteasome: E2","Proteolysis proteasome: E2"
"ubc-15","WBGene00006710",NA,NA,NA
"ncap-1","WBGene00022453","Trafficking","Trafficking: endocytosis","Trafficking: endocytosis: unassigned"
"Y110A2AR.1","WBGene00022452","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"ZK355.2","WBGene00022712","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"ZK355.3","WBGene00022713",NA,NA,NA
"ZK355.8","WBGene00086560",NA,NA,NA
"irld-64","WBGene00022714",NA,NA,NA
"irld-63","WBGene00022711",NA,NA,NA
"irld-67","WBGene00044369",NA,NA,NA
"irld-65","WBGene00022715",NA,NA,NA
"irld-66","WBGene00022716","Unassigned","Unassigned","Unassigned: receptor L domain"
"irld-50","WBGene00020431",NA,NA,NA
"irld-49","WBGene00020430",NA,NA,NA
"srw-79","WBGene00005826",NA,NA,NA
"irld-51","WBGene00077759","Unassigned","Unassigned","Unassigned: receptor L domain"
"hpa-2","WBGene00020432",NA,NA,NA
"irld-48","WBGene00020428",NA,NA,NA
"srw-60","WBGene00005807",NA,NA,NA
"nhr-88","WBGene00003678","Transcription factor","Transcription factor: NHR","Transcription factor: NHR"
"K08A2.4","WBGene00019513","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"K08A2.2","WBGene00019512",NA,NA,NA
"K08A2.1","WBGene00019511",NA,NA,NA
"C41H7.6","WBGene00016576",NA,NA,NA
"C41H7.5","WBGene00016575",NA,NA,NA
"C41H7.4","WBGene00016574",NA,NA,NA
"C41H7.3","WBGene00016573",NA,NA,NA
"sdz-5","WBGene00016578",NA,NA,NA
"C41H7.9","WBGene00044370",NA,NA,NA
"C41H7.2","WBGene00016572",NA,NA,NA
"C41H7.1","WBGene00016571",NA,NA,NA
"clec-3","WBGene00016577",NA,NA,NA
"clec-2","WBGene00015198",NA,NA,NA
"B0454.6","WBGene00015197","Transmembrane transport","Transmembrane transport: amino acid","Transmembrane transport: amino acid"
"B0454.26","WBGene00206372","Unassigned","Unassigned","Unassigned"
"B0454.5","WBGene00015196","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"B0454.8","WBGene00015199",NA,NA,NA
"sri-29","WBGene00005541",NA,NA,NA
"sri-30","WBGene00005542",NA,NA,NA
"sri-28","WBGene00005540",NA,NA,NA
"sri-31","WBGene00005543",NA,NA,NA
"B0454.9","WBGene00015200",NA,NA,NA
"lin-8","WBGene00002997","Development","Development: somatic","Development: somatic"
"Y25C1A.6","WBGene00021293",NA,NA,NA
"Y25C1A.7","WBGene00021294","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y25C1A.8","WBGene00021295","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger"
"copb-1","WBGene00021292","Trafficking","Trafficking: ER/Golgi","Trafficking: ER/Golgi: COP I"
"srg-21","WBGene00005178",NA,NA,NA
"srg-22","WBGene00005179",NA,NA,NA
"srg-23","WBGene00005180",NA,NA,NA
"Y25C1A.14","WBGene00194985",NA,NA,NA
"srg-24","WBGene00005181",NA,NA,NA
"clec-121","WBGene00021291",NA,NA,NA
"clec-122","WBGene00021290",NA,NA,NA
"Y25C1A.13","WBGene00021296","Metabolism","Metabolism: lipid","Metabolism: lipid: beta oxidation"
"Y25C1A.2","WBGene00021289",NA,NA,NA
"clec-123","WBGene00021288",NA,NA,NA
"T10D4.7","WBGene00020409",NA,NA,NA
"T10D4.6","WBGene00020408",NA,NA,NA
"srh-71","WBGene00005292",NA,NA,NA
"ins-19","WBGene00002102",NA,NA,NA
"ins-31","WBGene00002114",NA,NA,NA
"chil-24","WBGene00020407",NA,NA,NA
"sri-54","WBGene00005566","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sri "
"sri-42","WBGene00005554",NA,NA,NA
"sri-43","WBGene00005555",NA,NA,NA
"T10D4.15","WBGene00077522",NA,NA,NA
"T10D4.11","WBGene00020410",NA,NA,NA
"T10D4.1","WBGene00020406",NA,NA,NA
"T10D4.14","WBGene00044889",NA,NA,NA
"sri-32","WBGene00005544",NA,NA,NA
"sri-33","WBGene00005545",NA,NA,NA
"sri-34","WBGene00005546","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sri "
"fbxc-55","WBGene00021297",NA,NA,NA
"Y27F2A.10","WBGene00045303",NA,NA,NA
"sri-40","WBGene00005552","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sri "
"Y27F2A.6","WBGene00021298",NA,NA,NA
"Y27F2A.8","WBGene00021299",NA,NA,NA
"sri-78","WBGene00005590",NA,NA,NA
"Y27F2A.11","WBGene00045304",NA,NA,NA
"Y27F2A.9","WBGene00021300",NA,NA,NA
"gcy-15","WBGene00001541","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: guanylyl cyclase"
"sri-51","WBGene00005563",NA,NA,NA
"sri-48","WBGene00005560",NA,NA,NA
"sri-53","WBGene00005565",NA,NA,NA
"sri-50","WBGene00005562",NA,NA,NA
"ZC239.20","WBGene00044371",NA,NA,NA
"ZC239.21","WBGene00044372",NA,NA,NA
"sdz-35","WBGene00022570",NA,NA,NA
"ZC239.6","WBGene00022569",NA,NA,NA
"ZC239.5","WBGene00022568",NA,NA,NA
"ZC239.4","WBGene00022567",NA,NA,NA
"ZC239.3","WBGene00022566",NA,NA,NA
"ZC239.2","WBGene00022565",NA,NA,NA
"ZC239.22","WBGene00194717",NA,NA,NA
"ZC239.14","WBGene00022572",NA,NA,NA
"ZC239.13","WBGene00022571",NA,NA,NA
"ZC239.15","WBGene00022573",NA,NA,NA
"ZC239.16","WBGene00022574",NA,NA,NA
"ZC239.17","WBGene00022575",NA,NA,NA
"srh-297","WBGene00005501",NA,NA,NA
"C17F4.8","WBGene00015914",NA,NA,NA
"srz-67","WBGene00023479",NA,NA,NA
"C17F4.11","WBGene00044373",NA,NA,NA
"C17F4.3","WBGene00015911","Unassigned","Unassigned","Unassigned"
"C17F4.12","WBGene00044374",NA,NA,NA
"C17F4.7","WBGene00015913",NA,NA,NA
"fbxc-50","WBGene00015912",NA,NA,NA
"C17F4.2","WBGene00015910",NA,NA,NA
"clec-124","WBGene00015909",NA,NA,NA
"gcy-19","WBGene00001544","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: guanylyl cyclase"
"F02E11.2","WBGene00017180",NA,NA,NA
"F02E11.7","WBGene00195073",NA,NA,NA
"F02E11.3","WBGene00017181","Unassigned","Unassigned","Unassigned"
"F02E11.4","WBGene00017182",NA,NA,NA
"wht-4","WBGene00017179","Transmembrane transport","Transmembrane transport: ABC","Transmembrane transport: ABC"
"nep-13","WBGene00018196","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase"
"scl-15","WBGene00017183",NA,NA,NA
"sri-63","WBGene00005575",NA,NA,NA
"F39E9.14","WBGene00044375",NA,NA,NA
"btb-17","WBGene00018200",NA,NA,NA
"btb-16","WBGene00018195",NA,NA,NA
"btb-18","WBGene00018201",NA,NA,NA
"btb-22","WBGene00269387",NA,NA,NA
"F39E9.6","WBGene00018198",NA,NA,NA
"Y46D2A.2","WBGene00021590",NA,NA,NA
"Y46D2A.1","WBGene00021589",NA,NA,NA
"Y46D2A.3","WBGene00021591",NA,NA,NA
"irld-5","WBGene00017454",NA,NA,NA
"irld-27","WBGene00077751",NA,NA,NA
"F14D2.19","WBGene00206522",NA,NA,NA
"F14D2.7","WBGene00017455",NA,NA,NA
"F14D2.5","WBGene00017453",NA,NA,NA
"F14D2.11","WBGene00017459",NA,NA,NA
"F14D2.15","WBGene00023427",NA,NA,NA
"bath-28","WBGene00017461",NA,NA,NA
"bath-30","WBGene00017460",NA,NA,NA
"F14D2.14","WBGene00017462",NA,NA,NA
"F14D2.8","WBGene00017456",NA,NA,NA
"bath-29","WBGene00017452",NA,NA,NA
"F14D2.2","WBGene00017451",NA,NA,NA
"bath-27","WBGene00017450",NA,NA,NA
"Y49F6C.6","WBGene00021728",NA,NA,NA
"Y49F6C.7","WBGene00021729",NA,NA,NA
"Y49F6C.8","WBGene00021730",NA,NA,NA
"bath-23","WBGene00021727","Unassigned","Unassigned","Unassigned: BTB and MATH domain"
"bath-10","WBGene00021726",NA,NA,NA
"bath-9","WBGene00021725",NA,NA,NA
"Y49F6C.2","WBGene00021724",NA,NA,NA
"T06D4.1","WBGene00020290",NA,NA,NA
"T06D4.2","WBGene00020291",NA,NA,NA
"T06D4.6","WBGene00206385",NA,NA,NA
"nep-19","WBGene00020292","Pseudogene","Pseudogene","Pseudogene"
"nep-20","WBGene00020293",NA,NA,NA
"nep-9","WBGene00017554",NA,NA,NA
"nep-10","WBGene00017555",NA,NA,NA
"nep-8","WBGene00017553",NA,NA,NA
"nep-7","WBGene00017552",NA,NA,NA
"F18A12.7","WBGene00017556",NA,NA,NA
"F18A12.2","WBGene00017551",NA,NA,NA
"nep-6","WBGene00017550",NA,NA,NA
"nep-11","WBGene00017557","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase"
"C16C8.18","WBGene00015855","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: RMDN"
"skpo-2","WBGene00015841","Unassigned","Unassigned","Unassigned"
"C16C8.17","WBGene00015854",NA,NA,NA
"C16C8.22","WBGene00195072",NA,NA,NA
"C16C8.4","WBGene00015842",NA,NA,NA
"C16C8.5","WBGene00015843",NA,NA,NA
"C16C8.16","WBGene00015853",NA,NA,NA
"C16C8.20","WBGene00195070",NA,NA,NA
"C16C8.21","WBGene00195071",NA,NA,NA
"C16C8.14","WBGene00015852",NA,NA,NA
"C16C8.13","WBGene00015851",NA,NA,NA
"C16C8.12","WBGene00015850",NA,NA,NA
"C16C8.11","WBGene00015849",NA,NA,NA
"C16C8.19","WBGene00015856","Unassigned","Unassigned","Unassigned"
"C16C8.7","WBGene00015845",NA,NA,NA
"C16C8.8","WBGene00015846",NA,NA,NA
"C16C8.9","WBGene00015847",NA,NA,NA
"C16C8.10","WBGene00015848",NA,NA,NA
"Y49F6B.13","WBGene00044377",NA,NA,NA
"Y49F6B.12","WBGene00044376",NA,NA,NA
"Y49F6B.6","WBGene00021718",NA,NA,NA
"sdz-32","WBGene00021717","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"fbxb-104","WBGene00021719",NA,NA,NA
"Y49F6B.8","WBGene00021720",NA,NA,NA
"smu-2","WBGene00004896","mRNA functions","mRNA functions: processing","mRNA functions: processing: splicing"
"fbxb-112","WBGene00021716",NA,NA,NA
"Y49F6B.9","WBGene00021721","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: RING finger"
"col-71","WBGene00000647","Extracellular material","Extracellular material: collagen","Extracellular material: collagen"
"Y49F6B.2","WBGene00021715","Development","Development: general","Development: general"
"cyh-1","WBGene00021714","Transcription: general machinery","Transcription: general machinery: RNA Pol II","Transcription: general machinery: RNA Pol II: TFIIH"
"srz-5","WBGene00021722",NA,NA,NA
"Y49F6B.14","WBGene00044378",NA,NA,NA
"clec-125","WBGene00021118",NA,NA,NA
"clec-126","WBGene00021117","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin"
"col-72","WBGene00000648","Extracellular material","Extracellular material: collagen","Extracellular material: collagen"
"ncs-6","WBGene00021116","Transmembrane transport","Transmembrane transport: potassium channel","Transmembrane transport: potassium channel"
"apd-3","WBGene00000162","Trafficking","Trafficking: endocytosis","Trafficking: endocytosis: adaptin"
